,Unnamed: 0,Cumulative_YoutubeSess_LTE_DL_Time,Cumulative_YoutubeSess_LTE_DL_Volume,Cumulative_YoutubeSess_UMTS_DL_Time,Cumulative_YoutubeSess_UMTS_DL_Volume,Max_RSRQ,Max_SNR,User_Satisfaction,Cumulative_Full_Service_Time_UMTS,Cumulative_Lim_Service_Time_UMTS,Cumulative_No_Service_Time_UMTS,Cumulative_Full_Service_Time_LTE,Cumulative_Lim_Service_Time_LTE,Cumulative_No_Service_Time_LTE
6046,6047,3.853,237.0,326.188,117108.0,-5.0,-19.8,1.0,82030,3875,2715,183467,2825,4338
19828,19831,70.78,37914.0,0.0,0.0,-7.0,27.0,0.0,98149,7901,719,206937,2806,9740
8269,8270,16.565,10314.0,3.3310000000000004,54.0,-4.0,27.0,0.0,104075,5183,3532,248903,2627,2234
1736,1736,111.629,132185.0,0.0,0.0,-4.0,-19.8,0.0,86507,2767,2893,106546,19,8535
5762,5763,3.4160000000000004,40.0,0.0,0.0,-3.0,-19.8,1.0,124373,686,4411,211251,4606,13316
15435,15438,111.904,156291.0,0.0,0.0,-5.0,29.8,0.0,63652,4736,4703,127584,4776,6737
12010,12012,18.102,6899.0,0.0,0.0,-3.0,25.8,0.0,68865,2559,1514,187686,592,5992
20030,20033,177.04299999999995,68556.0,9.263000000000002,120.0,-4.0,29.0,0.0,78445,7957,1615,133181,2762,7230
21733,21736,384.629,184480.0,25.069000000000006,1124.0,-4.0,-19.9,0.0,99818,2990,3405,210605,3447,9885
11750,11752,399.94800000000004,115689.0,76.904,8377.0,-7.0,20.6,0.0,102581,2292,4788,162591,5069,13965
18707,18710,20.897,593.0,2.253,10.0,-3.0,-19.8,1.0,28673,3955,644,171742,2448,991
13172,13174,7719.973000000001,1058131.0,0.0,0.0,-3.0,-19.8,0.0,96883,8333,460,244445,1326,7189
5111,5112,6.791,68.0,0.0,0.0,-6.0,24.2,0.0,70448,4612,464,140354,3897,5559
11879,11881,14.95,3006.0,0.0,0.0,-4.0,-19.9,0.0,53200,4889,206,161751,5854,8138
16214,16217,718.123,375005.0,0.0,0.0,-3.0,25.0,1.0,116662,5394,4265,152388,3110,2773
2918,2918,402.233,255485.0,342.526,40445.0,-5.0,-19.8,0.0,2391,9970,695,219603,911,3725
21262,21265,0.0,0.0,282.8599999999999,60183.0,-6.0,2.1,0.0,90839,6371,1431,271454,20,1361
10541,10543,27.527,10552.0,94.145,18741.0,-3.0,-19.8,0.0,96651,424,321,170364,3440,2886
8315,8316,4.519,130.0,0.0,0.0,-3.0,-19.8,0.0,136627,2641,3098,252003,1401,10746
13971,13973,1113.05,761917.0,0.0,0.0,-3.0,-19.8,0.0,60117,307,4488,185960,968,1965
10034,10036,248.09,54573.0,0.0,0.0,-7.0,22.6,0.0,81698,4142,1954,228979,2756,2189
20518,20521,854.0959999999999,1392695.0,0.0,0.0,-6.0,24.4,0.0,63845,7045,2150,139970,4088,1765
22739,22742,92.003,61970.0,0.0,0.0,-6.0,27.8,0.0,92782,3258,368,106184,2147,3946
21825,21828,993.509,257196.0,2.658,637.0,-7.0,24.8,0.0,94964,9254,1266,265843,2746,753
7952,7953,125.938,85735.0,0.0,0.0,-8.0,-19.9,1.0,101892,1192,3462,143698,1131,1418
3758,3758,21.121,13822.0,0.0,0.0,-6.0,29.0,1.0,75137,5389,2361,138169,1747,1289
2711,2711,121.55,32364.0,0.0,0.0,-5.0,29.4,1.0,18148,5686,1315,137425,2216,2169
13135,13137,371.34800000000007,255030.0,5.042,102.0,-5.0,23.0,0.0,96006,4103,1285,176781,1157,5280
22470,22473,41.013999999999996,20383.0,0.0,0.0,-6.0,23.4,1.0,82191,811,2442,148971,5488,4567
191,191,5580.632,3477311.0,12.927,2027.0,-4.0,-19.8,0.0,77134,795,3592,123202,4017,2100
1094,1094,84.37,48218.0,37.175,2103.0,-3.0,-19.8,0.0,43510,2170,1266,196627,635,3435
21282,21285,163.08399999999997,78215.0,0.0,0.0,-6.0,26.6,0.0,94828,2785,573,149418,1763,10066
22420,22423,1363.828,441268.0,0.0,0.0,-5.0,-19.8,1.0,7756,6583,3413,224566,5484,2687
15877,15880,4.497999999999998,85.0,0.0,0.0,-6.0,27.0,1.0,63577,6295,1476,124185,2011,12075
19515,19518,163.85399999999996,61176.0,8.76,883.0,-5.0,26.0,1.0,31282,3855,235,133703,1467,3635
22066,22069,8.494,619.0,0.0,0.0,-4.0,-19.8,1.0,51691,5749,2115,195456,4132,4446
18886,18889,1379.817,444349.0,0.0,0.0,-3.0,27.0,0.0,97384,642,4181,206121,36,8843
12935,12937,84.869,20454.0,2.458,119.0,-3.0,29.4,1.0,83275,3824,2068,12277,501,350
1810,1810,25.804,17349.0,0.0,0.0,-3.0,-19.8,0.0,34596,1435,398,125826,4792,948
17185,17188,11806.217999999995,2715985.0,3084.6580000000013,433973.0,-5.0,23.0,0.0,74983,7507,1140,13821,4891,2885
10480,10482,46.831,23521.0,0.0,0.0,-4.0,-19.8,0.0,73781,917,1033,9399,3919,2592
7706,7707,5.042,594.0,4.228,63.0,-8.0,21.2,1.0,71103,5450,3841,170076,1721,5291
10255,10257,20.088,856.0,103.681,30058.0,-6.0,28.2,0.0,81933,1544,111,184675,268,6454
16042,16045,203.019,310393.0,0.0,0.0,-7.0,23.2,0.0,62610,3854,210,132282,2685,1819
21397,21400,398.466,235234.0,0.0,0.0,-4.0,-19.8,1.0,44106,3696,629,282560,3064,8344
233,233,36.128,43127.0,0.0,0.0,-7.0,25.3,1.0,54558,4198,1249,70001,3815,1961
10321,10323,405.027,138162.0,9.381,1716.0,-5.0,27.8,0.0,103636,2977,690,222319,1869,12958
4303,4304,7.082000000000002,67.0,0.0,0.0,-6.0,-19.8,0.0,86858,5804,1843,191491,1302,2977
19365,19368,423.23400000000004,172061.0,18.912,249.0,-4.0,-19.8,0.0,70848,6821,417,198821,3306,3283
14941,14943,680.6460000000002,937916.0,2.516,61.0,-3.0,29.8,0.0,26930,3645,2453,128952,4451,4174
5597,5598,28.924,4998.0,0.0,0.0,-6.0,29.8,1.0,106506,4879,129,204374,3151,4846
6700,6701,794.09,468538.0,372.081,79599.0,-5.0,-19.8,0.0,10070,2665,654,191836,2344,1694
7844,7845,6818.82,1047504.0,320.421,30024.0,-5.0,-19.8,1.0,73165,2873,778,137016,4913,6004
19736,19739,361.93300000000005,187937.0,0.0,0.0,-7.0,21.8,0.0,100726,1374,1119,119720,2705,5242
6943,6944,2.293,41.0,0.0,0.0,-3.0,-19.8,1.0,30117,847,1541,165409,4444,4018
5863,5864,443.706,184798.0,2.257,35.0,-6.0,26.8,0.0,49975,4474,1049,144821,1595,8044
22262,22265,151.046,55023.0,4.974,1278.0,-7.0,26.0,0.0,80868,4407,4007,146869,5688,1500
5953,5954,8.077,139.0,370.386,112470.0,-7.0,21.2,1.0,67162,768,1544,148112,3405,8746
13179,13181,8.353,8629.0,0.0,0.0,-7.0,21.0,1.0,70471,768,2835,3053,3250,7043
19514,19517,99.65900000000002,15767.0,0.0,0.0,-7.0,20.0,1.0,32919,5491,2592,141993,3552,3629
1930,1930,2.512,54.0,0.0,0.0,-6.0,29.6,1.0,82527,4794,457,175850,132,8233
9488,9490,1930.734,1710595.0,0.0,0.0,-4.0,-19.8,0.0,53693,4383,2034,148124,2114,5247
9331,9333,7.947999999999999,122.0,0.0,0.0,-7.0,29.2,0.0,68941,758,1943,144506,4234,11438
22241,22244,5.448,149.0,0.0,0.0,-7.0,19.2,0.0,69069,4398,3175,160813,3806,4033
18907,18910,142.593,93752.0,49.051,6676.0,-7.0,25.6,1.0,1665,5459,508,131445,2564,4770
15874,15877,21.124000000000002,335.0,0.0,0.0,-9.0,12.2,0.0,18014,5631,814,196175,3460,3057
19622,19625,506.495,277224.0,167.25599999999997,14935.0,-4.0,-19.7,1.0,82306,6427,707,288529,1343,14369
892,892,102.534,40843.0,0.0,0.0,-3.0,-19.8,0.0,69507,3041,3896,162438,4592,794
18972,18975,242.506,108358.0,2.245,55.0,-4.0,-19.8,0.0,75252,4756,2787,59549,5865,1849
12786,12788,15.02,8833.0,0.0,0.0,-3.0,-19.8,0.0,96249,8019,1415,159435,1196,14689
20022,20025,38.148,27512.0,0.0,0.0,-6.0,27.8,0.0,97834,3297,1349,152202,2649,7282
20289,20292,265.13699999999994,88656.0,290.276,32376.0,-3.0,-19.8,0.0,68497,3591,1418,202604,3011,2688
21907,21910,4.634,156.0,0.0,0.0,-3.0,-19.7,1.0,30068,4450,87,140321,4545,4232
7792,7793,47.052,20385.0,0.0,0.0,-3.0,-19.8,0.0,14277,947,2478,117755,1492,3584
21385,21388,673.8520000000002,218412.0,0.0,0.0,-3.0,-19.8,0.0,77065,2376,695,145356,2815,6042
20757,20760,0.0,0.0,1509.9260000000004,259315.0,-7.0,1.4,0.0,65520,2087,1109,282780,3524,1007
14586,14588,0.0,0.0,11514.843000000004,2655216.0,-5.0,29.0,0.0,1563,9270,1927,205434,5457,7507
17890,17893,6.657,49.0,0.0,0.0,-5.0,-19.8,0.0,65880,4021,499,130832,1753,4229
6030,6031,4.495,74.0,0.0,0.0,-7.0,29.8,1.0,91294,3480,2913,193708,1771,11363
13756,13758,800.3710000000002,399994.0,0.0,0.0,-3.0,-19.8,0.0,62498,825,1858,153630,1937,2481
12606,12608,12.143,11724.0,0.0,0.0,-7.0,21.0,0.0,60293,2496,1900,196853,2163,2691
22526,22529,0.0,0.0,20.935,459.0,-6.0,1.3,0.0,49583,2116,1783,227063,2031,4552
12653,12655,487.557,131837.0,50.713,3676.0,-3.0,-19.8,0.0,82224,6767,3091,256959,970,2362
17408,17411,384.94599999999997,291860.0,8.027000000000001,988.0,-4.0,-19.8,0.0,54833,3893,2176,279591,2493,1307
2472,2472,178.77200000000005,25928.0,0.0,0.0,-6.0,27.8,1.0,60018,1962,1156,95072,953,1776
5228,5229,878.2710000000002,676442.0,0.0,0.0,-5.0,28.0,0.0,103064,9697,3270,200106,4208,3695
14900,14902,36.398,39005.0,0.0,0.0,-4.0,-19.8,1.0,48391,1239,1989,132151,6945,4352
2121,2121,9524.807,2401636.0,19.12,1547.0,-7.0,26.0,1.0,48938,4360,344,155647,5848,3911
2636,2636,87.434,163940.0,0.0,0.0,-5.0,-19.9,1.0,65198,1057,1203,118727,364,3461
20338,20341,1416.8239999999996,895941.0,338.60799999999995,79792.0,-6.0,29.4,0.0,83567,6967,1902,138872,3847,1593
9905,9907,7.0139999999999985,182.0,5.83,944.0,-4.0,25.0,0.0,103857,3353,4291,226820,4151,14758
11314,11316,169.489,128817.0,0.0,0.0,-4.0,-19.8,0.0,10647,512,1296,136354,1481,2879
1277,1277,6.655,113.0,0.0,0.0,-5.0,-19.9,0.0,64584,3594,1494,2885,2181,1676
23565,23568,48.718,13487.0,0.0,0.0,-6.0,29.0,1.0,53004,2001,2506,173454,6387,7038
6286,6287,13.232,212.0,0.0,0.0,-5.0,-19.9,0.0,50623,2681,925,173823,4868,2560
23704,23707,1659.4889999999998,1431867.0,389.439,91523.0,-3.0,-19.8,0.0,54596,9633,4952,120529,3516,3803
13298,13300,530.976,145677.0,0.0,0.0,-6.0,27.2,1.0,54621,3190,534,71063,2735,10576
3283,3283,787.862,349248.0,0.0,0.0,-4.0,-19.8,0.0,62074,3439,4982,8766,106,11655
7314,7315,5572.187,2109601.0,18.751,984.0,-5.0,26.0,1.0,69460,589,3113,128799,1948,3618
8313,8314,622.2959999999998,170628.0,0.0,0.0,-5.0,23.0,0.0,58783,4901,4702,19901,6721,932
1949,1949,12.952,3968.0,0.0,0.0,-8.0,15.2,1.0,68954,877,3018,138405,4241,10678
22101,22104,2.345,11.0,2.325,7.0,-3.0,-19.8,0.0,39738,6813,1892,164693,2695,4396
7984,7985,3.649,68.0,0.0,0.0,-3.0,-19.9,1.0,99460,2541,1508,201771,3159,5646
16334,16337,216.842,139940.0,0.0,0.0,-8.0,22.6,1.0,66851,7941,945,206974,4809,3893
11591,11593,49.141999999999996,19151.0,0.0,0.0,-5.0,29.6,0.0,105692,1940,671,110714,1825,3405
3564,3564,25.922,16485.0,6.376,47.0,-6.0,28.8,0.0,111740,4887,270,197164,1253,8252
11598,11600,719.5479999999999,139262.0,0.0,0.0,-6.0,-19.9,0.0,67611,1829,981,152635,2883,9939
12859,12861,68.154,126173.0,0.0,0.0,-7.0,24.0,0.0,47054,4872,1820,171162,496,3029
17051,17054,29.929,903.0,5.901,75.0,-4.0,-19.9,1.0,46199,3324,1156,117965,2476,1836
22688,22691,4.297,57.0,0.0,0.0,-7.0,23.2,0.0,34142,6606,1779,168070,6886,2567
9306,9308,45.50100000000001,29097.0,2.522,44.0,-6.0,-19.8,0.0,93310,2983,3109,98209,4822,952
18689,18692,51.032,6412.0,0.0,0.0,-6.0,28.4,0.0,77790,2656,1932,283024,779,4641
14905,14907,30.562999999999995,1390.0,0.0,0.0,-3.0,-19.9,0.0,40029,4732,1091,288953,6273,2523
657,657,32.203,23615.0,0.0,0.0,-5.0,24.6,1.0,5825,2597,1077,159752,1443,1606
763,763,2522.882,2061627.0,6.755,247.0,-3.0,-19.8,1.0,96760,8386,1362,56933,3055,2040
18073,18076,2899.0760000000005,323290.0,78.362,1890.0,-3.0,-19.8,1.0,76682,4274,1798,205070,1334,6562
17398,17401,0.0,0.0,32.788000000000004,4893.0,-7.0,19.2,0.0,121482,4780,2196,203723,1798,8515
23308,23311,3.329,2076.0,0.0,0.0,-8.0,18.2,1.0,94885,3370,741,151944,852,4376
2930,2930,324.463,71479.0,0.0,0.0,-7.0,24.2,0.0,69106,1939,870,239414,1782,2804
9654,9656,637.44,244541.0,28.6,3402.0,-5.0,28.0,0.0,83529,2380,382,130695,3180,5171
5342,5343,808.6210000000002,452849.0,0.0,0.0,-6.0,29.4,0.0,62614,5802,2880,205922,2081,9138
11789,11791,10.390999999999998,264.0,0.0,0.0,-4.0,-19.9,1.0,52352,642,2560,151849,4668,4727
14643,14645,722.6740000000003,501967.0,6.03,2540.0,-6.0,29.8,0.0,47139,3199,3470,173383,2976,8301
7987,7988,845.8560000000001,422483.0,4.8,494.0,-3.0,-19.8,0.0,79851,4420,1354,156557,201,9250
15119,15121,297.61800000000005,76259.0,0.0,0.0,-4.0,18.0,0.0,83755,5178,1485,249701,1918,7216
7806,7807,17.980999999999995,3596.0,0.0,0.0,-7.0,20.0,1.0,29930,1667,1220,22099,511,2158
14238,14240,0.0,0.0,91.723,12774.0,-7.0,25.0,1.0,33398,4044,542,3349,1059,11932
12338,12340,7.249,188.0,0.0,0.0,-3.0,19.0,1.0,41373,3996,773,265446,6235,2978
13892,13894,195.937,40061.0,0.0,0.0,-6.0,28.0,0.0,69116,917,4777,202191,3112,9552
22431,22434,256.459,78965.0,0.0,0.0,-6.0,28.8,1.0,98365,4789,1887,60094,2156,8638
4543,4544,268.401,202787.0,12.843,3290.0,-5.0,23.0,0.0,215,4179,1771,141156,2960,14845
19764,19767,157.233,17020.0,0.0,0.0,-5.0,-20.0,0.0,100841,355,4588,18489,359,2094
4212,4213,365.338,82942.0,0.0,0.0,-6.0,-19.9,0.0,91909,4351,398,110226,4568,2548
20011,20014,51.622,43223.0,3.325,41.0,-7.0,25.3,0.0,39146,1301,92,146365,3662,3990
18208,18211,214.106,145082.0,0.0,0.0,-3.0,29.2,0.0,94205,3393,347,143270,116,741
2618,2618,2007.453,449993.0,2053.367,212175.0,-6.0,28.2,0.0,49486,317,785,284087,184,9802
6381,6382,163.615,157906.0,0.0,0.0,-4.0,29.7,0.0,61387,1903,2890,181320,3378,8672
20239,20242,24.488000000000003,33331.0,0.0,0.0,-4.0,26.0,0.0,95976,2766,2513,251144,2912,812
614,614,116.663,29259.0,0.0,0.0,-7.0,24.3,1.0,51825,3168,3026,224286,464,353
10752,10754,106.251,106658.0,310.26,151578.0,-8.0,-20.0,0.0,83038,7503,235,223904,6564,172
21403,21406,6.662000000000001,84.0,0.0,0.0,-4.0,-19.8,0.0,63726,3833,4063,167623,412,9200
14826,14828,137.069,41598.0,10.739,1449.0,-6.0,-19.9,0.0,83446,3751,161,193151,2714,14973
10785,10787,60.774,27457.0,15.364,3268.0,-7.0,-19.9,1.0,37957,2365,80,182676,961,2500
18659,18662,29.74,3118.0,0.0,0.0,-3.0,28.6,1.0,79107,7639,272,219984,1071,5392
15249,15251,150.428,72588.0,0.0,0.0,-6.0,-19.9,0.0,89479,5158,356,119864,1041,7075
17826,17829,57.407,12362.0,0.0,0.0,-3.0,29.8,1.0,1918,2139,1709,183104,6089,8442
18382,18385,448.099,167559.0,14.187,1372.0,-7.0,24.6,0.0,69072,3073,914,203449,1984,4338
6305,6306,3689.382,1187643.0,17.105999999999998,965.0,-6.0,28.0,0.0,83186,3393,1884,279113,3136,14896
11412,11414,819.3990000000001,110611.0,1076.2979999999998,189360.0,-3.0,28.8,1.0,118391,4675,672,2370,6147,8313
16179,16182,31.052,2199.0,0.0,0.0,-6.0,26.8,0.0,73512,7383,1010,102256,1162,13466
3821,3822,6.296,925.0,0.0,0.0,-6.0,29.7,1.0,87367,713,108,18380,4695,2915
23452,23455,154.67200000000003,42201.0,59.207,4669.0,-7.0,25.4,0.0,74077,2307,4410,223077,3470,5611
5166,5167,37.903,17522.0,22.545,1539.0,-6.0,26.6,0.0,25270,4012,841,181240,1625,14175
3117,3117,1379.01,702476.0,2.489,53.0,-6.0,28.4,0.0,126067,588,4737,154192,6760,8105
5436,5437,1056.284,272341.0,0.0,0.0,-7.0,25.2,1.0,5758,4083,643,110984,2764,1822
23268,23271,1081.8650000000002,943577.0,296.44999999999993,46924.0,-7.0,-19.7,1.0,111521,3553,2897,157301,2230,6571
19976,19979,12.668,256.0,0.0,0.0,-3.0,22.8,0.0,74553,5969,3129,166044,3512,9131
18377,18380,90.069,14023.0,0.0,0.0,-5.0,-19.8,0.0,60954,2545,479,297982,4695,12161
23029,23032,43.68,2127.0,0.0,0.0,-5.0,24.0,0.0,81164,3602,1981,141351,2134,1216
848,848,8.684,136.0,54.664,3840.0,-3.0,26.4,1.0,104005,4236,1690,105526,4838,9808
20326,20329,95.592,119921.0,6.985,26.0,-3.0,-19.8,0.0,40999,248,1503,279349,1435,8724
3396,3396,67.047,21345.0,30.637,2492.0,-3.0,29.2,1.0,29987,4569,3283,38026,2836,9246
23210,23213,49.304,22366.0,0.0,0.0,-3.0,-19.8,0.0,43766,190,4571,139320,3309,2945
4613,4614,3.3280000000000003,34.0,0.0,0.0,-6.0,26.8,1.0,74908,5516,2553,230836,3325,14250
23184,23187,29.773000000000003,369.0,5.1610000000000005,61.0,-6.0,29.8,0.0,90466,7643,4671,162314,739,3254
1437,1437,6.603,85.0,0.0,0.0,-4.0,24.0,0.0,90395,4372,1958,103082,4987,2266
6610,6611,26.289,11577.0,0.0,0.0,-6.0,24.0,1.0,132299,1751,1623,95444,2228,2158
19315,19318,14.164,174.0,0.0,0.0,-6.0,29.8,1.0,87277,2601,115,168022,2495,1775
6779,6780,44.343,61072.0,0.0,0.0,-5.0,-19.8,0.0,77091,1705,2768,246662,4798,5149
1825,1825,387.996,102085.0,2.1630000000000003,30.0,-6.0,29.4,0.0,46074,9757,1393,110451,1542,1184
17544,17547,243.262,187679.0,2.004,18.0,-8.0,17.2,0.0,2517,4145,2517,149978,2502,2660
610,610,360.859,105180.0,10.012,191.0,-6.0,27.4,1.0,121055,2488,1734,178219,3884,8563
14336,14338,1845.248,1172045.0,27.91,2014.0,-4.0,-19.9,0.0,80132,1801,351,169894,1355,2847
20872,20875,2300.35,633448.0,0.0,0.0,-3.0,25.2,1.0,70284,2370,2271,291597,4047,4680
19507,19510,42.199,15583.0,3.419,54.0,-3.0,-19.8,0.0,99368,2043,896,261618,2859,4245
21130,21133,541.4389999999999,234363.0,0.0,0.0,-7.0,21.2,0.0,88903,165,1411,176329,2248,12252
6115,6116,45.938,19052.0,48.416,14068.0,-3.0,-19.8,0.0,56585,1902,2038,197208,1288,5125
16337,16340,283.556,106332.0,5689.866,2005590.0,-4.0,-19.8,1.0,119539,4583,3217,6634,1507,1618
15246,15248,13.267,5286.0,0.0,0.0,-6.0,-19.8,1.0,103905,6336,1728,116712,1518,2117
879,879,55.385,16419.0,3.293,363.0,-5.0,-19.9,0.0,91504,3698,2312,220928,3122,2416
15412,15415,173.05200000000005,105843.0,44.27800000000001,1557.0,-3.0,29.6,1.0,119839,1797,1353,148417,325,4810
7511,7512,631.196,139526.0,0.0,0.0,-3.0,29.0,1.0,4461,9363,1437,18555,2182,3880
4336,4337,935.883,543774.0,0.0,0.0,-6.0,29.8,1.0,51031,2766,1974,207555,690,1827
11492,11494,662.003,672520.0,0.0,0.0,-6.0,29.2,0.0,76695,1629,906,133020,3677,2613
9792,9794,987.766,319307.0,41.273,5113.0,-7.0,25.2,0.0,126283,30,278,52442,1676,8274
5082,5083,209.865,249901.0,0.0,0.0,-4.0,-19.8,0.0,75002,3083,1493,177147,6074,3345
21224,21227,0.0,0.0,212.031,28413.0,-5.0,2.3,0.0,148962,6955,244,186131,3561,5982
21043,21046,72.664,32879.0,151.27200000000005,30696.0,-7.0,26.7,0.0,91074,1251,85,240149,2467,13771
7962,7963,40.978,18249.0,0.0,0.0,-7.0,29.4,0.0,56147,497,372,248,428,1030
15326,15329,13.417,156.0,0.0,0.0,-4.0,29.4,0.0,46022,3,2409,139249,5015,6129
18920,18923,154.791,45680.0,0.0,0.0,-5.0,25.0,0.0,68175,3959,3045,136517,2402,8527
8199,8200,0.0,0.0,36.312,2401.0,-7.0,-20.0,0.0,105813,2200,930,199535,15,1968
14955,14957,638.4340000000002,307806.0,0.0,0.0,-5.0,-19.8,0.0,59431,4117,1263,223722,5382,2316
3110,3110,319.714,94608.0,10.755,1069.0,-3.0,-19.8,0.0,149640,1859,1699,223945,5881,3658
16136,16139,230.805,44537.0,296.915,25240.0,-8.0,-20.0,0.0,89498,2196,740,223778,1704,3107
22896,22899,188.08700000000002,94505.0,0.0,0.0,-8.0,16.0,1.0,83558,1457,3033,174032,4735,12654
13407,13409,1279.4899999999998,1516389.0,0.0,0.0,-4.0,28.0,0.0,97749,6755,1546,101592,460,3539
21852,21855,3712.732,9412734.0,0.0,0.0,-3.0,29.8,0.0,109244,2400,408,132340,698,4830
8541,8542,120.617,103780.0,198.49400000000003,58029.0,-6.0,25.4,0.0,63463,3543,1324,234460,4738,3654
12152,12154,5808.94,5254623.0,349.971,89600.0,-3.0,-19.7,1.0,142237,2423,2628,198064,1440,8599
7978,7979,0.0,0.0,311.6040000000001,283589.0,-7.0,26.0,0.0,44649,4100,898,37931,6031,4615
10563,10565,185.443,28966.0,14.568,338.0,-6.0,27.5,1.0,76190,2343,367,162062,97,1281
2109,2109,27.504,3724.0,121.024,32551.0,-6.0,27.6,0.0,117444,1789,3448,162175,4483,4506
5773,5774,285.075,105543.0,0.0,0.0,-6.0,29.2,0.0,83066,5237,822,102494,3012,3746
4185,4186,9.104,161.0,0.0,0.0,-5.0,28.0,1.0,67366,1678,546,9415,4010,3350
13211,13213,310.3850000000001,253252.0,0.0,0.0,-3.0,26.2,0.0,89053,273,424,56914,3285,2199
2031,2031,2.1790000000000003,31.0,0.0,0.0,-4.0,-19.8,0.0,45571,4410,1251,179684,47,4481
16898,16901,1174.98,274001.0,435.327,66310.0,-7.0,27.6,0.0,81079,1546,881,132876,1786,325
12188,12190,34.115,422.0,0.0,0.0,-7.0,28.6,0.0,142875,4146,770,150682,3475,4740
17875,17878,2.114,19.0,0.0,0.0,-3.0,29.0,1.0,17215,6458,1065,178393,1475,3958
5378,5379,1156.131,362333.0,643.281,53645.0,-5.0,-19.9,0.0,56354,4547,3205,200566,5720,1625
12769,12771,17.227000000000004,6784.0,0.0,0.0,-4.0,29.0,0.0,87218,1533,3100,187354,6875,3776
